material_id,date_consumed,raw_material_name,unit,quantity_consumed
RM001,2025-04-06,Chiton,kg,20.45
RM001,2025-04-07,Chiton,kg,17.75
RM001,2025-04-08,Chiton,kg,17.99
RM001,2025-04-09,Chiton,kg,19.51
RM001,2025-04-10,Chiton,kg,18.57
RM001,2025-04-11,Chiton,kg,21.17
RM001,2025-04-12,Chiton,kg,21.19
RM001,2025-04-13,Chiton,kg,17.95
RM001,2025-04-14,Chiton,kg,15.41
RM001,2025-04-15,Chiton,kg,18.55
RM001,2025-04-16,Chiton,kg,16.92
RM001,2025-04-17,Chiton,kg,20.43
RM001,2025-04-18,Chiton,kg,21.1
RM001,2025-04-19,Chiton,kg,20.67
RM001,2025-04-20,Chiton,kg,20.67
RM001,2025-04-21,Chiton,kg,14.31
RM001,2025-04-22,Chiton,kg,18.41
RM001,2025-04-23,Chiton,kg,15.8
RM001,2025-04-24,Chiton,kg,17.55
RM001,2025-04-25,Chiton,kg,18.22
RM001,2025-04-26,Chiton,kg,18.9
RM001,2025-04-27,Chiton,kg,19.11
RM001,2025-04-28,Chiton,kg,14.23
RM001,2025-04-29,Chiton,kg,16.95
RM001,2025-04-30,Chiton,kg,17.26
RM001,2025-05-01,Chiton,kg,20.66
RM001,2025-05-02,Chiton,kg,20.8
RM001,2025-05-03,Chiton,kg,23.12
RM001,2025-05-04,Chiton,kg,19.76
RM001,2025-05-05,Chiton,kg,15.19
RM001,2025-05-06,Chiton,kg,18.37
RM001,2025-05-07,Chiton,kg,17.81
RM001,2025-05-08,Chiton,kg,18.69
RM001,2025-05-09,Chiton,kg,22.32
RM001,2025-05-10,Chiton,kg,23.81
RM001,2025-05-11,Chiton,kg,22.02
RM001,2025-05-12,Chiton,kg,15.3
RM001,2025-05-13,Chiton,kg,20.45
RM001,2025-05-14,Chiton,kg,19.82
RM001,2025-05-15,Chiton,kg,19.12
RM001,2025-05-16,Chiton,kg,20.58
RM001,2025-05-17,Chiton,kg,19.94
RM001,2025-05-18,Chiton,kg,21.09
RM001,2025-05-19,Chiton,kg,16.99
RM001,2025-05-20,Chiton,kg,17.79
RM001,2025-05-21,Chiton,kg,17.67
RM001,2025-05-22,Chiton,kg,18.18
RM001,2025-05-23,Chiton,kg,17.77
RM001,2025-05-24,Chiton,kg,19.97
RM001,2025-05-25,Chiton,kg,18.92
RM001,2025-05-26,Chiton,kg,12.89
RM001,2025-05-27,Chiton,kg,17.83
RM001,2025-05-28,Chiton,kg,17.59
RM001,2025-05-29,Chiton,kg,18.43
RM001,2025-05-30,Chiton,kg,21.45
RM001,2025-05-31,Chiton,kg,19.62
RM001,2025-06-01,Chiton,kg,20.63
RM001,2025-06-02,Chiton,kg,16.93
RM001,2025-06-03,Chiton,kg,16.44
RM001,2025-06-04,Chiton,kg,17.98
RM001,2025-06-05,Chiton,kg,20.41
RM001,2025-06-06,Chiton,kg,21.28
RM001,2025-06-07,Chiton,kg,23.13
RM001,2025-06-08,Chiton,kg,17.72
RM001,2025-06-09,Chiton,kg,18.45
RM001,2025-06-10,Chiton,kg,19.16
RM001,2025-06-11,Chiton,kg,18.72
RM001,2025-06-12,Chiton,kg,18.08
RM001,2025-06-13,Chiton,kg,22.06
RM001,2025-06-14,Chiton,kg,23.8
RM001,2025-06-15,Chiton,kg,20.72
RM001,2025-06-16,Chiton,kg,12.68
RM001,2025-06-17,Chiton,kg,18.21
RM001,2025-06-18,Chiton,kg,17.96
RM001,2025-06-19,Chiton,kg,19.34
RM001,2025-06-20,Chiton,kg,18.28
RM001,2025-06-21,Chiton,kg,16.42
RM001,2025-06-22,Chiton,kg,17.89
RM001,2025-06-23,Chiton,kg,16.64
RM001,2025-06-24,Chiton,kg,15.43
RM001,2025-06-25,Chiton,kg,15.51
RM001,2025-06-26,Chiton,kg,19.33
RM001,2025-06-27,Chiton,kg,19.43
RM001,2025-06-28,Chiton,kg,22.34
RM001,2025-06-29,Chiton,kg,20.56
RM001,2025-06-30,Chiton,kg,16.6
RM001,2025-07-01,Chiton,kg,17.22
RM001,2025-07-02,Chiton,kg,18.22
RM001,2025-07-03,Chiton,kg,16.23
RM001,2025-07-04,Chiton,kg,21.55
RM001,2025-07-05,Chiton,kg,23.83
RM001,2025-07-06,Chiton,kg,21.99
RM001,2025-07-07,Chiton,kg,16.58
RM001,2025-07-08,Chiton,kg,18.93
RM001,2025-07-09,Chiton,kg,17.69
RM001,2025-07-10,Chiton,kg,20.63
RM001,2025-07-11,Chiton,kg,20.5
RM001,2025-07-12,Chiton,kg,19.49
RM001,2025-07-13,Chiton,kg,19.59
RM001,2025-07-14,Chiton,kg,15.76
RM001,2025-07-15,Chiton,kg,16.97
RM001,2025-07-16,Chiton,kg,17.81
RM001,2025-07-17,Chiton,kg,18.84
RM001,2025-07-18,Chiton,kg,18.64
RM001,2025-07-19,Chiton,kg,19.62
RM001,2025-07-20,Chiton,kg,19.03
RM001,2025-07-21,Chiton,kg,14.72
RM001,2025-07-22,Chiton,kg,17.99
RM001,2025-07-23,Chiton,kg,17.1
RM001,2025-07-24,Chiton,kg,17.24
RM001,2025-07-25,Chiton,kg,19.9
RM001,2025-07-26,Chiton,kg,21.82
RM001,2025-07-27,Chiton,kg,17.98
RM001,2025-07-28,Chiton,kg,15.52
RM001,2025-07-29,Chiton,kg,15.81
RM001,2025-07-30,Chiton,kg,18.45
RM001,2025-07-31,Chiton,kg,18.63
RM001,2025-08-01,Chiton,kg,22.91
RM001,2025-08-02,Chiton,kg,20.69
RM001,2025-08-03,Chiton,kg,18.94
RM001,2025-08-04,Chiton,kg,15.63
RM001,2025-08-05,Chiton,kg,15.64
RM001,2025-08-06,Chiton,kg,19.26
RM001,2025-08-07,Chiton,kg,21.49
RM001,2025-08-08,Chiton,kg,20.42
RM001,2025-08-09,Chiton,kg,25.53
RM001,2025-08-10,Chiton,kg,18.96
RM001,2025-08-11,Chiton,kg,15.54
RM001,2025-08-12,Chiton,kg,17.96
RM001,2025-08-13,Chiton,kg,16.47
RM001,2025-08-14,Chiton,kg,18.99
RM001,2025-08-15,Chiton,kg,20.84
RM001,2025-08-16,Chiton,kg,20.7
RM001,2025-08-17,Chiton,kg,18.49
RM001,2025-08-18,Chiton,kg,15.33
RM001,2025-08-19,Chiton,kg,15.92
RM001,2025-08-20,Chiton,kg,16.87
RM001,2025-08-21,Chiton,kg,17.51
RM001,2025-08-22,Chiton,kg,18.82
RM001,2025-08-23,Chiton,kg,21.1
RM001,2025-08-24,Chiton,kg,15.68
RM001,2025-08-25,Chiton,kg,14.82
RM001,2025-08-26,Chiton,kg,18.22
RM001,2025-08-27,Chiton,kg,18.17
RM001,2025-08-28,Chiton,kg,19.38
RM001,2025-08-29,Chiton,kg,23.11
RM001,2025-08-30,Chiton,kg,19.74
RM001,2025-08-31,Chiton,kg,19.8
RM001,2025-09-01,Chiton,kg,15.86
RM001,2025-09-02,Chiton,kg,19.58
RM001,2025-09-03,Chiton,kg,14.49
RM001,2025-09-04,Chiton,kg,19.57
RM001,2025-09-05,Chiton,kg,21.56
RM001,2025-09-06,Chiton,kg,24.86
RM001,2025-09-07,Chiton,kg,19.94
RM001,2025-09-08,Chiton,kg,17.3
RM001,2025-09-09,Chiton,kg,18.61
RM001,2025-09-10,Chiton,kg,17.72
RM001,2025-09-11,Chiton,kg,17.97
RM001,2025-09-12,Chiton,kg,21.63
RM001,2025-09-13,Chiton,kg,19.9
RM001,2025-09-14,Chiton,kg,18.84
RM001,2025-09-15,Chiton,kg,16.9
RM001,2025-09-16,Chiton,kg,18.06
RM001,2025-09-17,Chiton,kg,18.27
RM001,2025-09-18,Chiton,kg,18.69
RM001,2025-09-19,Chiton,kg,21.65
RM001,2025-09-20,Chiton,kg,20.6
RM001,2025-09-21,Chiton,kg,18.18
RM001,2025-09-22,Chiton,kg,13.41
RM001,2025-09-23,Chiton,kg,13.4
RM001,2025-09-24,Chiton,kg,16.15
RM001,2025-09-25,Chiton,kg,19.02
RM001,2025-09-26,Chiton,kg,19.07
RM001,2025-09-27,Chiton,kg,20.52
RM001,2025-09-28,Chiton,kg,16.78
RM001,2025-09-29,Chiton,kg,15.73
RM001,2025-09-30,Chiton,kg,18.51
RM001,2025-10-01,Chiton,kg,20.27
RM001,2025-10-02,Chiton,kg,16.43
RM001,2025-10-03,Chiton,kg,19.01
RM001,2025-10-04,Chiton,kg,23.41
RM001,2025-10-05,Chiton,kg,17.37
RM001,2025-10-06,Chiton,kg,17.16
RM001,2025-10-07,Chiton,kg,18.82
RM001,2025-10-08,Chiton,kg,18.08
RM001,2025-10-09,Chiton,kg,18.42
RM001,2025-10-10,Chiton,kg,22.19
RM001,2025-10-11,Chiton,kg,25.42
RM001,2025-10-12,Chiton,kg,20.14
RM001,2025-10-13,Chiton,kg,16.48
RM001,2025-10-14,Chiton,kg,17.37
RM001,2025-10-15,Chiton,kg,21.09
RM001,2025-10-16,Chiton,kg,18.01
RM001,2025-10-17,Chiton,kg,18.61
RM001,2025-10-18,Chiton,kg,21.7
RM001,2025-10-19,Chiton,kg,16.75
RM001,2025-10-20,Chiton,kg,13.98
RM001,2025-10-21,Chiton,kg,16.11
RM001,2025-10-22,Chiton,kg,17.03
RM001,2025-10-23,Chiton,kg,19.75
RM001,2025-10-24,Chiton,kg,18.6
RM001,2025-10-25,Chiton,kg,19.58
RM001,2025-10-26,Chiton,kg,16.76
RM001,2025-10-27,Chiton,kg,14.23
RM001,2025-10-28,Chiton,kg,16.8
RM001,2025-10-29,Chiton,kg,16.32
RM001,2025-10-30,Chiton,kg,19.43
RM001,2025-10-31,Chiton,kg,19.18
RM001,2025-11-01,Chiton,kg,21.4
RM001,2025-11-02,Chiton,kg,20.13
RM001,2025-11-03,Chiton,kg,14.99
RM001,2025-11-04,Chiton,kg,16.61
RM001,2025-11-05,Chiton,kg,20.99
RM001,2025-11-06,Chiton,kg,18.88
RM001,2025-11-07,Chiton,kg,22.63
RM001,2025-11-08,Chiton,kg,22.21
RM001,2025-11-09,Chiton,kg,21.07
RM001,2025-11-10,Chiton,kg,17.84
RM001,2025-11-11,Chiton,kg,17.08
RM001,2025-11-12,Chiton,kg,16.44
RM001,2025-11-13,Chiton,kg,18.86
RM001,2025-11-14,Chiton,kg,19.47
RM001,2025-11-15,Chiton,kg,21.47
RM001,2025-11-16,Chiton,kg,22.2
RM001,2025-11-17,Chiton,kg,15.83
RM001,2025-11-18,Chiton,kg,18.14
RM001,2025-11-19,Chiton,kg,16.86
RM001,2025-11-20,Chiton,kg,21.11
RM001,2025-11-21,Chiton,kg,19.48
RM001,2025-11-22,Chiton,kg,19.08
RM001,2025-11-23,Chiton,kg,18.34
RM001,2025-11-24,Chiton,kg,15.01
RM001,2025-11-25,Chiton,kg,17.92
RM001,2025-11-26,Chiton,kg,18.07
RM001,2025-11-27,Chiton,kg,17.69
RM001,2025-11-28,Chiton,kg,19.49
RM001,2025-11-29,Chiton,kg,20.88
RM001,2025-11-30,Chiton,kg,18.35
RM001,2025-12-01,Chiton,kg,15.44
RM001,2025-12-02,Chiton,kg,16.54
RM001,2025-12-03,Chiton,kg,19.17
RM001,2025-12-04,Chiton,kg,20.53
RM001,2025-12-05,Chiton,kg,22.85
RM001,2025-12-06,Chiton,kg,21.84
RM001,2025-12-07,Chiton,kg,19.63
RM001,2025-12-08,Chiton,kg,14.75
RM001,2025-12-09,Chiton,kg,18.82
RM001,2025-12-10,Chiton,kg,16.38
RM001,2025-12-11,Chiton,kg,19.72
RM001,2025-12-12,Chiton,kg,21.14
RM001,2025-12-13,Chiton,kg,20.86
RM001,2025-12-14,Chiton,kg,20.75
RM001,2025-12-15,Chiton,kg,16.05
RM001,2025-12-16,Chiton,kg,17.18
RM001,2025-12-17,Chiton,kg,16.72
RM001,2025-12-18,Chiton,kg,18.95
RM001,2025-12-19,Chiton,kg,21.74
RM001,2025-12-20,Chiton,kg,21.04
RM001,2025-12-21,Chiton,kg,21.25
RM001,2025-12-22,Chiton,kg,14.21
RM001,2025-12-23,Chiton,kg,14.89
RM001,2025-12-24,Chiton,kg,16.48
RM001,2025-12-25,Chiton,kg,18.55
RM001,2025-12-26,Chiton,kg,19.3
RM001,2025-12-27,Chiton,kg,21.08
RM001,2025-12-28,Chiton,kg,20.63
RM001,2025-12-29,Chiton,kg,14.35
RM001,2025-12-30,Chiton,kg,16.71
RM001,2025-12-31,Chiton,kg,16.24
RM001,2026-01-01,Chiton,kg,20.4
RM001,2026-01-02,Chiton,kg,21.46
RM001,2026-01-03,Chiton,kg,23.18
RM001,2026-01-04,Chiton,kg,21.09
RM001,2026-01-05,Chiton,kg,17.08
RM001,2026-01-06,Chiton,kg,18.04
RM001,2026-01-07,Chiton,kg,17.99
RM001,2026-01-08,Chiton,kg,18.1
RM001,2026-01-09,Chiton,kg,20.12
RM001,2026-01-10,Chiton,kg,25.0
RM001,2026-01-11,Chiton,kg,19.67
RM001,2026-01-12,Chiton,kg,17.39
RM001,2026-01-13,Chiton,kg,17.94
RM001,2026-01-14,Chiton,kg,19.36
RM001,2026-01-15,Chiton,kg,20.48
RM001,2026-01-16,Chiton,kg,17.96
RM001,2026-01-17,Chiton,kg,22.12
RM001,2026-01-18,Chiton,kg,19.67
RM001,2026-01-19,Chiton,kg,12.66
RM001,2026-01-20,Chiton,kg,16.92
RM001,2026-01-21,Chiton,kg,18.03
RM001,2026-01-22,Chiton,kg,18.77
RM001,2026-01-23,Chiton,kg,21.12
RM001,2026-01-24,Chiton,kg,20.46
RM001,2026-01-25,Chiton,kg,16.2
RM001,2026-01-26,Chiton,kg,16.67
RM001,2026-01-27,Chiton,kg,17.74
RM001,2026-01-28,Chiton,kg,19.03
RM001,2026-01-29,Chiton,kg,22.07
RM001,2026-01-30,Chiton,kg,20.59
RM001,2026-01-31,Chiton,kg,21.81
RM001,2026-02-01,Chiton,kg,20.23
RM001,2026-02-02,Chiton,kg,17.11
RM001,2026-02-03,Chiton,kg,18.27
RM001,2026-02-04,Chiton,kg,18.23
RM001,2026-02-05,Chiton,kg,20.46
RM001,2026-02-06,Chiton,kg,21.52
RM001,2026-02-07,Chiton,kg,24.1
RM001,2026-02-08,Chiton,kg,19.0
RM001,2026-02-09,Chiton,kg,18.87
RM001,2026-02-10,Chiton,kg,18.6
RM001,2026-02-11,Chiton,kg,20.19
RM001,2026-02-12,Chiton,kg,19.81
RM001,2026-02-13,Chiton,kg,18.67
RM001,2026-02-14,Chiton,kg,21.75
RM001,2026-02-15,Chiton,kg,18.74
RM001,2026-02-16,Chiton,kg,15.41
RM001,2026-02-17,Chiton,kg,15.07
RM001,2026-02-18,Chiton,kg,17.94
RM001,2026-02-19,Chiton,kg,19.64
RM001,2026-02-20,Chiton,kg,17.7
RM001,2026-02-21,Chiton,kg,20.96
RM001,2026-02-22,Chiton,kg,19.92
RM001,2026-02-23,Chiton,kg,15.23
RM001,2026-02-24,Chiton,kg,16.61
RM001,2026-02-25,Chiton,kg,16.35
RM001,2026-02-26,Chiton,kg,20.4
RM001,2026-02-27,Chiton,kg,19.88
RM001,2026-02-28,Chiton,kg,20.28
RM001,2026-03-01,Chiton,kg,19.59
RM001,2026-03-02,Chiton,kg,16.09
RM001,2026-03-03,Chiton,kg,19.21
RM001,2026-03-04,Chiton,kg,16.53
RM001,2026-03-05,Chiton,kg,20.14
RM001,2026-03-06,Chiton,kg,19.97
RM001,2026-03-07,Chiton,kg,22.46
RM001,2026-03-08,Chiton,kg,20.79
RM001,2026-03-09,Chiton,kg,16.22
RM001,2026-03-10,Chiton,kg,19.5
RM001,2026-03-11,Chiton,kg,19.77
RM001,2026-03-12,Chiton,kg,18.21
RM001,2026-03-13,Chiton,kg,22.13
RM001,2026-03-14,Chiton,kg,21.52
RM001,2026-03-15,Chiton,kg,18.67
RM001,2026-03-16,Chiton,kg,15.13
RM001,2026-03-17,Chiton,kg,18.34
RM001,2026-03-18,Chiton,kg,17.75
RM001,2026-03-19,Chiton,kg,18.46
RM001,2026-03-20,Chiton,kg,18.13
RM001,2026-03-21,Chiton,kg,22.33
RM001,2026-03-22,Chiton,kg,19.72
RM001,2026-03-23,Chiton,kg,15.1
RM001,2026-03-24,Chiton,kg,15.48
RM001,2026-03-25,Chiton,kg,19.01
RM001,2026-03-26,Chiton,kg,17.64
RM001,2026-03-27,Chiton,kg,19.92
RM001,2026-03-28,Chiton,kg,19.48
RM001,2026-03-29,Chiton,kg,16.25
RM001,2026-03-30,Chiton,kg,14.05
RM001,2026-03-31,Chiton,kg,16.69
RM001,2026-04-01,Chiton,kg,17.39
RM001,2026-04-02,Chiton,kg,20.85
RM001,2026-04-03,Chiton,kg,20.07
RM001,2026-04-04,Chiton,kg,20.71
RM001,2026-04-05,Chiton,kg,20.64
RM001,2026-04-06,Chiton,kg,16.36
RM001,2026-04-07,Chiton,kg,19.88
RM001,2026-04-08,Chiton,kg,16.72
RM001,2026-04-09,Chiton,kg,19.94
RM001,2026-04-10,Chiton,kg,22.0
RM001,2026-04-11,Chiton,kg,24.7
RM001,2026-04-12,Chiton,kg,19.97
RM001,2026-04-13,Chiton,kg,20.98
RM001,2026-04-14,Chiton,kg,19.35
RM001,2026-04-15,Chiton,kg,16.69
RM001,2026-04-16,Chiton,kg,18.17
RM001,2026-04-17,Chiton,kg,22.64
RM001,2026-04-18,Chiton,kg,20.05
RM001,2026-04-19,Chiton,kg,19.16
RM001,2026-04-20,Chiton,kg,17.43
RM001,2026-04-21,Chiton,kg,17.62
RM001,2026-04-22,Chiton,kg,15.96
RM001,2026-04-23,Chiton,kg,17.84
RM001,2026-04-24,Chiton,kg,17.65
RM001,2026-04-25,Chiton,kg,22.03
RM001,2026-04-26,Chiton,kg,16.79
RM001,2026-04-27,Chiton,kg,16.37
RM001,2026-04-28,Chiton,kg,14.7
RM001,2026-04-29,Chiton,kg,16.17
RM001,2026-04-30,Chiton,kg,17.69
RM001,2026-05-01,Chiton,kg,18.35
RM001,2026-05-02,Chiton,kg,20.53
RM001,2026-05-03,Chiton,kg,20.53
RM001,2026-05-04,Chiton,kg,16.35
RM001,2026-05-05,Chiton,kg,18.34
RM001,2026-05-06,Chiton,kg,18.01
RM001,2026-05-07,Chiton,kg,20.76
RM001,2026-05-08,Chiton,kg,18.53
RM001,2026-05-09,Chiton,kg,23.48
RM001,2026-05-10,Chiton,kg,21.67
RM001,2026-05-11,Chiton,kg,14.95
RM001,2026-05-12,Chiton,kg,17.38
RM001,2026-05-13,Chiton,kg,19.32
RM001,2026-05-14,Chiton,kg,19.12
RM001,2026-05-15,Chiton,kg,21.04
RM001,2026-05-16,Chiton,kg,24.04
RM001,2026-05-17,Chiton,kg,19.31
RM001,2026-05-18,Chiton,kg,15.17
RM001,2026-05-19,Chiton,kg,15.66
RM001,2026-05-20,Chiton,kg,14.37
RM001,2026-05-21,Chiton,kg,18.11
RM001,2026-05-22,Chiton,kg,17.82
RM001,2026-05-23,Chiton,kg,18.45
RM001,2026-05-24,Chiton,kg,18.23
RM001,2026-05-25,Chiton,kg,13.43
RM001,2026-05-26,Chiton,kg,16.16
RM001,2026-05-27,Chiton,kg,16.96
RM001,2026-05-28,Chiton,kg,16.66
RM001,2026-05-29,Chiton,kg,18.04
RM001,2026-05-30,Chiton,kg,23.7
RM001,2026-05-31,Chiton,kg,17.03
RM001,2026-06-01,Chiton,kg,13.9
RM001,2026-06-02,Chiton,kg,16.12
RM001,2026-06-03,Chiton,kg,19.68
RM001,2026-06-04,Chiton,kg,18.09
RM001,2026-06-05,Chiton,kg,21.77
RM001,2026-06-06,Chiton,kg,22.37
RM001,2026-06-07,Chiton,kg,19.62
RM001,2026-06-08,Chiton,kg,16.59
RM001,2026-06-09,Chiton,kg,18.8
RM001,2026-06-10,Chiton,kg,17.74
RM001,2026-06-11,Chiton,kg,20.4
RM001,2026-06-12,Chiton,kg,19.08
RM001,2026-06-13,Chiton,kg,22.52
RM001,2026-06-14,Chiton,kg,23.15
RM001,2026-06-15,Chiton,kg,17.57
RM001,2026-06-16,Chiton,kg,17.32
RM001,2026-06-17,Chiton,kg,16.66
RM001,2026-06-18,Chiton,kg,17.68
RM001,2026-06-19,Chiton,kg,19.18
RM001,2026-06-20,Chiton,kg,19.0
RM001,2026-06-21,Chiton,kg,16.44
RM001,2026-06-22,Chiton,kg,14.29
RM001,2026-06-23,Chiton,kg,17.67
RM001,2026-06-24,Chiton,kg,14.07
RM001,2026-06-25,Chiton,kg,18.32
RM001,2026-06-26,Chiton,kg,21.07
RM001,2026-06-27,Chiton,kg,17.0
RM001,2026-06-28,Chiton,kg,17.36
RM001,2026-06-29,Chiton,kg,14.18
RM001,2026-06-30,Chiton,kg,19.51
RM001,2026-07-01,Chiton,kg,18.53
RM001,2026-07-02,Chiton,kg,20.24
RM001,2026-07-03,Chiton,kg,22.51
RM001,2026-07-04,Chiton,kg,20.94
RM001,2026-07-05,Chiton,kg,20.72
RM001,2026-07-06,Chiton,kg,14.6
RM001,2026-07-07,Chiton,kg,17.76
RM001,2026-07-08,Chiton,kg,18.64
RM001,2026-07-09,Chiton,kg,21.53
RM001,2026-07-10,Chiton,kg,20.46
RM001,2026-07-11,Chiton,kg,23.47
RM001,2026-07-12,Chiton,kg,21.27
RM001,2026-07-13,Chiton,kg,16.83
RM001,2026-07-14,Chiton,kg,17.97
RM001,2026-07-15,Chiton,kg,20.0
RM001,2026-07-16,Chiton,kg,20.19
RM001,2026-07-17,Chiton,kg,18.96
RM001,2026-07-18,Chiton,kg,19.35
RM001,2026-07-19,Chiton,kg,19.1
RM001,2026-07-20,Chiton,kg,13.7
RM001,2026-07-21,Chiton,kg,16.08
RM001,2026-07-22,Chiton,kg,18.18
RM001,2026-07-23,Chiton,kg,15.72
RM001,2026-07-24,Chiton,kg,20.49
RM001,2026-07-25,Chiton,kg,21.02
RM001,2026-07-26,Chiton,kg,18.46
RM001,2026-07-27,Chiton,kg,16.2
RM001,2026-07-28,Chiton,kg,15.54
RM001,2026-07-29,Chiton,kg,13.26
RM001,2026-07-30,Chiton,kg,20.82
RM001,2026-07-31,Chiton,kg,20.02
RM001,2026-08-01,Chiton,kg,21.13
RM001,2026-08-02,Chiton,kg,20.17
RM001,2026-08-03,Chiton,kg,18.53
RM001,2026-08-04,Chiton,kg,17.29
RM001,2026-08-05,Chiton,kg,16.22
RM001,2026-08-06,Chiton,kg,22.62
RM001,2026-08-07,Chiton,kg,23.28
RM001,2026-08-08,Chiton,kg,25.3
RM001,2026-08-09,Chiton,kg,21.6
RM002,2025-01-01,Salt,kg,4.3
RM002,2025-01-02,Salt,kg,6.09
RM002,2025-01-03,Salt,kg,6.86
RM002,2025-01-04,Salt,kg,6.27
RM002,2025-01-05,Salt,kg,6.23
RM002,2025-01-06,Salt,kg,5.05
RM002,2025-01-07,Salt,kg,5.33
RM002,2025-01-08,Salt,kg,5.18
RM002,2025-01-09,Salt,kg,5.17
RM002,2025-01-10,Salt,kg,6.29
RM002,2025-01-11,Salt,kg,5.61
RM002,2025-01-12,Salt,kg,5.75
RM002,2025-01-13,Salt,kg,4.84
RM002,2025-01-14,Salt,kg,4.81
RM002,2025-01-15,Salt,kg,4.52
RM002,2025-01-16,Salt,kg,4.92
RM002,2025-01-17,Salt,kg,4.94
RM002,2025-01-18,Salt,kg,6.92
RM002,2025-01-19,Salt,kg,5.91
RM002,2025-01-20,Salt,kg,4.04
RM002,2025-01-21,Salt,kg,4.35
