receipt_date,item_code,material_name,received_quantity,unit,supplier_name,received_by,remarks
2026-01-31,RM-016,"Evaporated Milk",220,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-016,"Evaporated Milk",220,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-016,"Evaporated Milk",220,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-017,"Condensed Milk",242,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-017,"Condensed Milk",242,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-017,"Condensed Milk",242,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-02-15,RM-019,"Instant Dry Yeast",51,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-01,RM-019,"Instant Dry Yeast",51,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-021,"Baking Powder (Double Acting)",71.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-021,"Baking Powder (Double Acting)",71.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-021,"Baking Powder (Double Acting)",71.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-022,"Baking Soda",55,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-022,"Baking Soda",55,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-022,"Baking Soda",55,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-023,"Iodized Fine Salt",88,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-023,"Iodized Fine Salt",88,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-023,"Iodized Fine Salt",88,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-02-15,RM-024,"Dark Chocolate Couverture (65%)",204,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-01,RM-024,"Dark Chocolate Couverture (65%)",204,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-025,"Milk Chocolate Chips",198,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-025,"Milk Chocolate Chips",198,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-025,"Milk Chocolate Chips",198,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-02-15,RM-027,"Alkalized Cocoa Powder",127.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-01,RM-027,"Alkalized Cocoa Powder",127.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-029,"Artificial Vanilla Flavoring",49.5,L,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-029,"Artificial Vanilla Flavoring",49.5,L,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-029,"Artificial Vanilla Flavoring",49.5,L,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-02-15,RM-030,"Ube Flavor Paste",85,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-01,RM-030,"Ube Flavor Paste",85,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-034,"Cheddar Cheese Block",187,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-034,"Cheddar Cheese Block",187,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-034,"Cheddar Cheese Block",187,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-02-15,RM-035,"Cream Cheese",170,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-01,RM-035,"Cream Cheese",170,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-037,"Quick-Melt Cheese",165,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-037,"Quick-Melt Cheese",165,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-037,"Quick-Melt Cheese",165,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-040,"Desiccated Coconut (Medium)",126.5,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-040,"Desiccated Coconut (Medium)",126.5,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-040,"Desiccated Coconut (Medium)",126.5,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-042,"White Sesame Seeds",66,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-042,"White Sesame Seeds",66,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-042,"White Sesame Seeds",66,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-043,"Strawberry Jam Filling",143,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-043,"Strawberry Jam Filling",143,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-043,"Strawberry Jam Filling",143,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-045,"Bavarian Cream Filling",176,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-045,"Bavarian Cream Filling",176,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-045,"Bavarian Cream Filling",176,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-047,"Cornstarch (Maizena)",154,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-047,"Cornstarch (Maizena)",154,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-047,"Cornstarch (Maizena)",154,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-02-15,RM-048,"Bread Improver (Enzyme)",21.25,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-01,RM-048,"Bread Improver (Enzyme)",21.25,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-049,"Emulsifier Paste (Ovalette)",44,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-049,"Emulsifier Paste (Ovalette)",44,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-049,"Emulsifier Paste (Ovalette)",44,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-051,"Liquid Glucose Syrup",132,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-051,"Liquid Glucose Syrup",132,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-051,"Liquid Glucose Syrup",132,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-057,"Instant Coffee Powder",60.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-057,"Instant Coffee Powder",60.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-057,"Instant Coffee Powder",60.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-01-31,RM-059,"Golden Raisins Seedless",82.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-03-27,RM-059,"Golden Raisins Seedless",82.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
2026-05-26,RM-059,"Golden Raisins Seedless",82.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Restricted partial replenishment during supply chain strain"
