receipt_date,raw_material_name,received_quantity,unit,supplier_name
2026-03-13,"Water",523.74,L,"Quezon Coastal Chiton Gatherers"
2026-03-25,"Bell Pepper",5167.99,g,"Lucena Seafood & Aquatic Supplier"
2026-03-25,"Butter/Margarine",16369.91,g,"Quezon Coastal Chiton Gatherers"
2026-03-25,"Cabbage",10252.27,g,"Tiaong Agricultural Produce"
2026-03-25,"Carrots",8757.06,g,"San Antonio Meat Supply"
2026-03-25,"Chicken",22528.11,g,"Southern Tagalog Food Essentials"
2026-03-25,"Chiton",41882.43,g,"Lucena Commercial Grocery Hub"
2026-03-25,"Cooking Oil",272.9,L,"Lucena Seafood & Aquatic Supplier"
2026-03-25,"Garlic",5883.65,g,"Quezon Coastal Chiton Gatherers"
2026-03-25,"Ground Pepper",2796.04,g,"Tiaong Agricultural Produce"
2026-03-25,"Honey",9033.36,ml,"San Antonio Meat Supply"
2026-03-25,"Loaf Bread",110.31,pcs,"Southern Tagalog Food Essentials"
2026-03-25,"Onion",7445.9,g,"Lucena Commercial Grocery Hub"
2026-03-25,"Oyster Sauce",4787.26,ml,"Lucena Seafood & Aquatic Supplier"
2026-03-25,"Peanuts",51618.55,g,"Quezon Coastal Chiton Gatherers"
2026-03-25,"Pork",26431.15,g,"Tiaong Agricultural Produce"
2026-03-25,"Pork Skin",43060.5,g,"San Antonio Meat Supply"
2026-03-25,"Raw Bananas",64184.47,g,"Southern Tagalog Food Essentials"
2026-03-25,"Salt",9111.05,g,"Lucena Commercial Grocery Hub"
2026-03-25,"Sea Salt",5175.65,g,"Lucena Seafood & Aquatic Supplier"
2026-03-25,"Sesame Oil",3685.67,ml,"Quezon Coastal Chiton Gatherers"
2026-03-25,"Small Shrimp",46970.34,g,"Tiaong Agricultural Produce"
2026-03-25,"Soy Sauce",8251.71,ml,"San Antonio Meat Supply"
2026-03-25,"Spring Onion",4367.6,g,"Southern Tagalog Food Essentials"
2026-03-25,"Sugar",16687.24,g,"Lucena Commercial Grocery Hub"
2026-03-25,"Turmeric Powder",2277.02,g,"Lucena Seafood & Aquatic Supplier"
2026-03-25,"Water",459.68,L,"Quezon Coastal Chiton Gatherers"
2026-04-06,"Bell Pepper",5177.41,g,"Lucena Seafood & Aquatic Supplier"
2026-04-06,"Butter/Margarine",14144.48,g,"Quezon Coastal Chiton Gatherers"
2026-04-06,"Cabbage",9727.23,g,"Tiaong Agricultural Produce"
2026-04-06,"Carrots",7809.42,g,"San Antonio Meat Supply"
2026-04-06,"Chicken",24726.66,g,"Southern Tagalog Food Essentials"
2026-04-06,"Chiton",37262.13,g,"Lucena Commercial Grocery Hub"
2026-04-06,"Cooking Oil",266.64,L,"Lucena Seafood & Aquatic Supplier"
2026-04-06,"Garlic",5923.04,g,"Quezon Coastal Chiton Gatherers"
2026-04-06,"Ground Pepper",2645.96,g,"Tiaong Agricultural Produce"
2026-04-06,"Honey",9423.55,ml,"San Antonio Meat Supply"
2026-04-06,"Loaf Bread",101.74,pcs,"Southern Tagalog Food Essentials"
2026-04-06,"Onion",8191.78,g,"Lucena Commercial Grocery Hub"
2026-04-06,"Oyster Sauce",4750.09,ml,"Lucena Seafood & Aquatic Supplier"
2026-04-06,"Peanuts",54155.72,g,"Quezon Coastal Chiton Gatherers"
2026-04-06,"Pork",24521.11,g,"Tiaong Agricultural Produce"
2026-04-06,"Pork Skin",40012,g,"San Antonio Meat Supply"
2026-04-06,"Raw Bananas",60104.59,g,"Southern Tagalog Food Essentials"
2026-04-06,"Salt",10543.7,g,"Lucena Commercial Grocery Hub"
2026-04-06,"Sea Salt",5331.8,g,"Lucena Seafood & Aquatic Supplier"
2026-04-06,"Sesame Oil",4316.18,ml,"Quezon Coastal Chiton Gatherers"
2026-04-06,"Small Shrimp",53505.89,g,"Tiaong Agricultural Produce"
2026-04-06,"Soy Sauce",7382.76,ml,"San Antonio Meat Supply"
2026-04-06,"Spring Onion",3957.36,g,"Southern Tagalog Food Essentials"
2026-04-06,"Sugar",16475.03,g,"Lucena Commercial Grocery Hub"
2026-04-06,"Turmeric Powder",2324.81,g,"Lucena Seafood & Aquatic Supplier"
2026-04-06,"Water",559.23,L,"Quezon Coastal Chiton Gatherers"
2026-04-18,"Bell Pepper",4837.07,g,"Lucena Seafood & Aquatic Supplier"
2026-04-18,"Butter/Margarine",14062.66,g,"Quezon Coastal Chiton Gatherers"
2026-04-18,"Cabbage",10819.61,g,"Tiaong Agricultural Produce"
2026-04-18,"Carrots",8484.28,g,"San Antonio Meat Supply"
2026-04-18,"Chicken",25346.26,g,"Southern Tagalog Food Essentials"
2026-04-18,"Chiton",38330.71,g,"Lucena Commercial Grocery Hub"
2026-04-18,"Cooking Oil",225.52,L,"Lucena Seafood & Aquatic Supplier"
2026-04-18,"Garlic",5889.4,g,"Quezon Coastal Chiton Gatherers"
2026-04-18,"Ground Pepper",2403.49,g,"Tiaong Agricultural Produce"
2026-04-18,"Honey",10779.14,ml,"San Antonio Meat Supply"
2026-04-18,"Loaf Bread",107.32,pcs,"Southern Tagalog Food Essentials"
2026-04-18,"Onion",7710.17,g,"Lucena Commercial Grocery Hub"
2026-04-18,"Oyster Sauce",5075.67,ml,"Lucena Seafood & Aquatic Supplier"
2026-04-18,"Peanuts",55012.98,g,"Quezon Coastal Chiton Gatherers"
2026-04-18,"Pork",22517.87,g,"Tiaong Agricultural Produce"
2026-04-18,"Pork Skin",36702.87,g,"San Antonio Meat Supply"
2026-04-18,"Raw Bananas",58364.12,g,"Southern Tagalog Food Essentials"
2026-04-18,"Salt",9894.67,g,"Lucena Commercial Grocery Hub"
2026-04-18,"Sea Salt",4732.09,g,"Lucena Seafood & Aquatic Supplier"
2026-04-18,"Sesame Oil",4339.29,ml,"Quezon Coastal Chiton Gatherers"
2026-04-18,"Small Shrimp",50414.59,g,"Tiaong Agricultural Produce"
2026-04-18,"Soy Sauce",7393.14,ml,"San Antonio Meat Supply"
2026-04-18,"Spring Onion",4126.28,g,"Southern Tagalog Food Essentials"
2026-04-18,"Sugar",15526.84,g,"Lucena Commercial Grocery Hub"
2026-04-18,"Turmeric Powder",2321.7,g,"Lucena Seafood & Aquatic Supplier"
2026-04-18,"Water",539.53,L,"Quezon Coastal Chiton Gatherers"
2026-04-30,"Bell Pepper",4803.41,g,"Lucena Seafood & Aquatic Supplier"
2026-04-30,"Butter/Margarine",15627.69,g,"Quezon Coastal Chiton Gatherers"
2026-04-30,"Cabbage",10337.93,g,"Tiaong Agricultural Produce"
2026-04-30,"Carrots",7839.84,g,"San Antonio Meat Supply"
2026-04-30,"Chicken",26355.16,g,"Southern Tagalog Food Essentials"
2026-04-30,"Chiton",41808.22,g,"Lucena Commercial Grocery Hub"
2026-04-30,"Cooking Oil",268.9,L,"Lucena Seafood & Aquatic Supplier"
2026-04-30,"Garlic",5682.89,g,"Quezon Coastal Chiton Gatherers"
2026-04-30,"Ground Pepper",2382.71,g,"Tiaong Agricultural Produce"
2026-04-30,"Honey",9807.54,ml,"San Antonio Meat Supply"
2026-04-30,"Loaf Bread",92.37,pcs,"Southern Tagalog Food Essentials"
2026-04-30,"Onion",8745.75,g,"Lucena Commercial Grocery Hub"
2026-04-30,"Oyster Sauce",5301.26,ml,"Lucena Seafood & Aquatic Supplier"
2026-04-30,"Peanuts",55431.8,g,"Quezon Coastal Chiton Gatherers"
2026-04-30,"Pork",27911.93,g,"Tiaong Agricultural Produce"
2026-04-30,"Pork Skin",42397,g,"San Antonio Meat Supply"
2026-04-30,"Raw Bananas",61174.34,g,"Southern Tagalog Food Essentials"
2026-04-30,"Salt",10735.65,g,"Lucena Commercial Grocery Hub"
2026-04-30,"Sea Salt",4757.57,g,"Lucena Seafood & Aquatic Supplier"
2026-04-30,"Sesame Oil",4199.01,ml,"Quezon Coastal Chiton Gatherers"
2026-04-30,"Small Shrimp",47201.75,g,"Tiaong Agricultural Produce"
2026-04-30,"Soy Sauce",7474.07,ml,"San Antonio Meat Supply"
2026-04-30,"Spring Onion",3691.58,g,"Southern Tagalog Food Essentials"
2026-04-30,"Sugar",14234.97,g,"Lucena Commercial Grocery Hub"
2026-04-30,"Turmeric Powder",2395.97,g,"Lucena Seafood & Aquatic Supplier"
2026-04-30,"Water",486.41,L,"Quezon Coastal Chiton Gatherers"
2026-05-12,"Bell Pepper",5397.47,g,"Lucena Seafood & Aquatic Supplier"
2026-05-12,"Butter/Margarine",16074.36,g,"Quezon Coastal Chiton Gatherers"
2026-05-12,"Cabbage",9551.9,g,"Tiaong Agricultural Produce"
2026-05-12,"Carrots",8777.47,g,"San Antonio Meat Supply"
2026-05-12,"Chicken",25197.32,g,"Southern Tagalog Food Essentials"
2026-05-12,"Chiton",39729.26,g,"Lucena Commercial Grocery Hub"
2026-05-12,"Cooking Oil",243.43,L,"Lucena Seafood & Aquatic Supplier"
2026-05-12,"Garlic",6397.46,g,"Quezon Coastal Chiton Gatherers"
2026-05-12,"Ground Pepper",2760.7,g,"Tiaong Agricultural Produce"
2026-05-12,"Honey",10338.3,ml,"San Antonio Meat Supply"
2026-05-12,"Loaf Bread",110.06,pcs,"Southern Tagalog Food Essentials"
2026-05-12,"Onion",7702.2,g,"Lucena Commercial Grocery Hub"
2026-05-12,"Oyster Sauce",5599.14,ml,"Lucena Seafood & Aquatic Supplier"
2026-05-12,"Peanuts",48165.1,g,"Quezon Coastal Chiton Gatherers"
2026-05-12,"Pork",25297.18,g,"Tiaong Agricultural Produce"
2026-05-12,"Pork Skin",40748.18,g,"San Antonio Meat Supply"
2026-05-12,"Raw Bananas",62199.34,g,"Southern Tagalog Food Essentials"
2026-05-12,"Salt",11157.24,g,"Lucena Commercial Grocery Hub"
2026-05-12,"Sea Salt",5028.31,g,"Lucena Seafood & Aquatic Supplier"
2026-05-12,"Sesame Oil",4169.55,ml,"Quezon Coastal Chiton Gatherers"
2026-05-12,"Small Shrimp",53123.63,g,"Tiaong Agricultural Produce"
2026-05-12,"Soy Sauce",7760.77,ml,"San Antonio Meat Supply"
2026-05-12,"Spring Onion",3835.26,g,"Southern Tagalog Food Essentials"
2026-05-12,"Sugar",16474.87,g,"Lucena Commercial Grocery Hub"
2026-05-12,"Turmeric Powder",2250.34,g,"Lucena Seafood & Aquatic Supplier"
2026-05-12,"Water",554.58,L,"Quezon Coastal Chiton Gatherers"
2026-05-24,"Bell Pepper",4959.04,g,"Lucena Seafood & Aquatic Supplier"
2026-05-24,"Butter/Margarine",15933.78,g,"Quezon Coastal Chiton Gatherers"
2026-05-24,"Cabbage",10519.37,g,"Tiaong Agricultural Produce"
2026-05-24,"Carrots",7268.08,g,"San Antonio Meat Supply"
2026-05-24,"Chicken",26787.17,g,"Southern Tagalog Food Essentials"
2026-05-24,"Chiton",38492.01,g,"Lucena Commercial Grocery Hub"
2026-05-24,"Cooking Oil",254.16,L,"Lucena Seafood & Aquatic Supplier"
2026-05-24,"Garlic",5851.49,g,"Quezon Coastal Chiton Gatherers"
2026-05-24,"Ground Pepper",2640.07,g,"Tiaong Agricultural Produce"
2026-05-24,"Honey",9852.57,ml,"San Antonio Meat Supply"
2026-05-24,"Loaf Bread",103.75,pcs,"Southern Tagalog Food Essentials"
2026-05-24,"Onion",7593.53,g,"Lucena Commercial Grocery Hub"
2026-05-24,"Oyster Sauce",4948.72,ml,"Lucena Seafood & Aquatic Supplier"
2026-05-24,"Peanuts",47318.2,g,"Quezon Coastal Chiton Gatherers"
2026-05-24,"Pork",25883.49,g,"Tiaong Agricultural Produce"
2026-05-24,"Pork Skin",44475.74,g,"San Antonio Meat Supply"
2026-05-24,"Raw Bananas",62566.97,g,"Southern Tagalog Food Essentials"
2026-05-24,"Salt",11079.54,g,"Lucena Commercial Grocery Hub"
2026-05-24,"Sea Salt",4595.94,g,"Lucena Seafood & Aquatic Supplier"
2026-05-24,"Sesame Oil",3635.59,ml,"Quezon Coastal Chiton Gatherers"
2026-05-24,"Small Shrimp",45990.76,g,"Tiaong Agricultural Produce"
2026-05-24,"Soy Sauce",7721.05,ml,"San Antonio Meat Supply"
2026-05-24,"Spring Onion",4138.46,g,"Southern Tagalog Food Essentials"
2026-05-24,"Sugar",16743.19,g,"Lucena Commercial Grocery Hub"
2026-05-24,"Turmeric Powder",2666.54,g,"Lucena Seafood & Aquatic Supplier"
2026-05-24,"Water",509.71,L,"Quezon Coastal Chiton Gatherers"
2026-06-05,"Bell Pepper",4686.3,g,"Lucena Seafood & Aquatic Supplier"
2026-06-05,"Butter/Margarine",15919.88,g,"Quezon Coastal Chiton Gatherers"
2026-06-05,"Cabbage",9032.75,g,"Tiaong Agricultural Produce"
2026-06-05,"Carrots",8239.2,g,"San Antonio Meat Supply"
2026-06-05,"Chicken",24735.96,g,"Southern Tagalog Food Essentials"
2026-06-05,"Chiton",43437.97,g,"Lucena Commercial Grocery Hub"
2026-06-05,"Cooking Oil",231.26,L,"Lucena Seafood & Aquatic Supplier"
2026-06-05,"Garlic",6692.85,g,"Quezon Coastal Chiton Gatherers"
2026-06-05,"Ground Pepper",2501.18,g,"Tiaong Agricultural Produce"
2026-06-05,"Honey",10023.36,ml,"San Antonio Meat Supply"
2026-06-05,"Loaf Bread",91.9,pcs,"Southern Tagalog Food Essentials"
2026-06-05,"Onion",7218.54,g,"Lucena Commercial Grocery Hub"
2026-06-05,"Oyster Sauce",5201.48,ml,"Lucena Seafood & Aquatic Supplier"
2026-06-05,"Peanuts",47325.08,g,"Quezon Coastal Chiton Gatherers"
2026-06-05,"Pork",24308.59,g,"Tiaong Agricultural Produce"
2026-06-05,"Pork Skin",37997.07,g,"San Antonio Meat Supply"
2026-06-05,"Raw Bananas",61386.14,g,"Southern Tagalog Food Essentials"
2026-06-05,"Salt",10601.14,g,"Lucena Commercial Grocery Hub"
2026-06-05,"Sea Salt",5393.82,g,"Lucena Seafood & Aquatic Supplier"
2026-06-05,"Sesame Oil",4242.08,ml,"Quezon Coastal Chiton Gatherers"
2026-06-05,"Small Shrimp",51149.12,g,"Tiaong Agricultural Produce"
2026-06-05,"Soy Sauce",8635.56,ml,"San Antonio Meat Supply"
2026-06-05,"Spring Onion",3610.42,g,"Southern Tagalog Food Essentials"
2026-06-05,"Sugar",15007.64,g,"Lucena Commercial Grocery Hub"
2026-06-05,"Turmeric Powder",2473.16,g,"Lucena Seafood & Aquatic Supplier"
2026-06-05,"Water",481.47,L,"Quezon Coastal Chiton Gatherers"
2026-06-17,"Bell Pepper",5427.62,g,"Lucena Seafood & Aquatic Supplier"
2026-06-17,"Butter/Margarine",15084.13,g,"Quezon Coastal Chiton Gatherers"
2026-06-17,"Cabbage",10698.36,g,"Tiaong Agricultural Produce"
2026-06-17,"Carrots",7919.87,g,"San Antonio Meat Supply"
2026-06-17,"Chicken",26582.54,g,"Southern Tagalog Food Essentials"
2026-06-17,"Chiton",43362.94,g,"Lucena Commercial Grocery Hub"
2026-06-17,"Cooking Oil",244.96,L,"Lucena Seafood & Aquatic Supplier"
2026-06-17,"Garlic",6396.81,g,"Quezon Coastal Chiton Gatherers"
2026-06-17,"Ground Pepper",2295.03,g,"Tiaong Agricultural Produce"
2026-06-17,"Honey",10138.8,ml,"San Antonio Meat Supply"
2026-06-17,"Loaf Bread",99.25,pcs,"Southern Tagalog Food Essentials"
2026-06-17,"Onion",8521.17,g,"Lucena Commercial Grocery Hub"
2026-06-17,"Oyster Sauce",5138.91,ml,"Lucena Seafood & Aquatic Supplier"
2026-06-17,"Peanuts",50207.1,g,"Quezon Coastal Chiton Gatherers"
2026-06-17,"Pork",27416.48,g,"Tiaong Agricultural Produce"
2026-06-17,"Pork Skin",42478.66,g,"San Antonio Meat Supply"
2026-06-17,"Raw Bananas",60891.54,g,"Southern Tagalog Food Essentials"
2026-06-17,"Salt",9922.93,g,"Lucena Commercial Grocery Hub"
2026-06-17,"Sea Salt",5065.34,g,"Lucena Seafood & Aquatic Supplier"
2026-06-17,"Sesame Oil",3962.61,ml,"Quezon Coastal Chiton Gatherers"
2026-06-17,"Small Shrimp",54990.79,g,"Tiaong Agricultural Produce"
2026-06-17,"Soy Sauce",8539.64,ml,"San Antonio Meat Supply"
2026-06-17,"Spring Onion",4100.19,g,"Southern Tagalog Food Essentials"
2026-06-17,"Sugar",15627.7,g,"Lucena Commercial Grocery Hub"
2026-06-17,"Turmeric Powder",2602.41,g,"Lucena Seafood & Aquatic Supplier"
2026-06-17,"Water",464.45,L,"Quezon Coastal Chiton Gatherers"
2026-06-29,"Bell Pepper",5051.43,g,"Lucena Seafood & Aquatic Supplier"
2026-06-29,"Butter/Margarine",13942.59,g,"Quezon Coastal Chiton Gatherers"
2026-06-29,"Cabbage",10226.91,g,"Tiaong Agricultural Produce"
2026-06-29,"Carrots",8301.03,g,"San Antonio Meat Supply"
2026-06-29,"Chicken",25076.13,g,"Southern Tagalog Food Essentials"
2026-06-29,"Chiton",37099.28,g,"Lucena Commercial Grocery Hub"
2026-06-29,"Cooking Oil",248.38,L,"Lucena Seafood & Aquatic Supplier"
2026-06-29,"Garlic",6498.11,g,"Quezon Coastal Chiton Gatherers"
2026-06-29,"Ground Pepper",2767.66,g,"Tiaong Agricultural Produce"
2026-06-29,"Honey",11109.77,ml,"San Antonio Meat Supply"
2026-06-29,"Loaf Bread",93.17,pcs,"Southern Tagalog Food Essentials"
2026-06-29,"Onion",8788.95,g,"Lucena Commercial Grocery Hub"
2026-06-29,"Oyster Sauce",5218.37,ml,"Lucena Seafood & Aquatic Supplier"
2026-06-29,"Peanuts",51482.21,g,"Quezon Coastal Chiton Gatherers"
2026-06-29,"Pork",25009.11,g,"Tiaong Agricultural Produce"
2026-06-29,"Pork Skin",41410.05,g,"San Antonio Meat Supply"
2026-06-29,"Raw Bananas",59617.5,g,"Southern Tagalog Food Essentials"
2026-06-29,"Salt",9318.47,g,"Lucena Commercial Grocery Hub"
2026-06-29,"Sea Salt",5103.77,g,"Lucena Seafood & Aquatic Supplier"
2026-06-29,"Sesame Oil",3790.02,ml,"Quezon Coastal Chiton Gatherers"
2026-06-29,"Small Shrimp",55204.06,g,"Tiaong Agricultural Produce"
2026-06-29,"Soy Sauce",8418.31,ml,"San Antonio Meat Supply"
2026-06-29,"Spring Onion",4301.81,g,"Southern Tagalog Food Essentials"
2026-06-29,"Sugar",16541.23,g,"Lucena Commercial Grocery Hub"
2026-06-29,"Turmeric Powder",2439.44,g,"Lucena Seafood & Aquatic Supplier"
2026-06-29,"Water",511.19,L,"Quezon Coastal Chiton Gatherers"
2026-07-11,"Bell Pepper",4803.55,g,"Lucena Seafood & Aquatic Supplier"
2026-07-11,"Butter/Margarine",14633.12,g,"Quezon Coastal Chiton Gatherers"
2026-07-11,"Cabbage",9998.66,g,"Tiaong Agricultural Produce"
2026-07-11,"Carrots",7772.52,g,"San Antonio Meat Supply"
2026-07-11,"Chicken",26636.29,g,"Southern Tagalog Food Essentials"
2026-07-11,"Chiton",41636.06,g,"Lucena Commercial Grocery Hub"
2026-07-11,"Cooking Oil",245.83,L,"Lucena Seafood & Aquatic Supplier"
2026-07-11,"Garlic",6263.97,g,"Quezon Coastal Chiton Gatherers"
2026-07-11,"Ground Pepper",2333.68,g,"Tiaong Agricultural Produce"
2026-07-11,"Honey",10164.3,ml,"San Antonio Meat Supply"
2026-07-11,"Loaf Bread",109.94,pcs,"Southern Tagalog Food Essentials"
2026-07-11,"Onion",8165.74,g,"Lucena Commercial Grocery Hub"
2026-07-11,"Oyster Sauce",4507.98,ml,"Lucena Seafood & Aquatic Supplier"
2026-07-11,"Peanuts",51259.02,g,"Quezon Coastal Chiton Gatherers"
2026-07-11,"Pork",23216.29,g,"Tiaong Agricultural Produce"
2026-07-11,"Pork Skin",43577.7,g,"San Antonio Meat Supply"
2026-07-11,"Raw Bananas",63906.09,g,"Southern Tagalog Food Essentials"
2026-07-11,"Salt",11173.77,g,"Lucena Commercial Grocery Hub"
2026-07-11,"Sea Salt",5174.59,g,"Lucena Seafood & Aquatic Supplier"
2026-07-11,"Sesame Oil",4424.31,ml,"Quezon Coastal Chiton Gatherers"
2026-07-11,"Small Shrimp",51484.99,g,"Tiaong Agricultural Produce"
2026-07-11,"Soy Sauce",7305.48,ml,"San Antonio Meat Supply"
2026-07-11,"Spring Onion",3794.29,g,"Southern Tagalog Food Essentials"
2026-07-11,"Sugar",14424.07,g,"Lucena Commercial Grocery Hub"
2026-07-11,"Turmeric Powder",2326.78,g,"Lucena Seafood & Aquatic Supplier"
2026-07-11,"Water",482.8,L,"Quezon Coastal Chiton Gatherers"
2026-07-23,"Bell Pepper",4896.24,g,"Lucena Seafood & Aquatic Supplier"
2026-07-23,"Butter/Margarine",13827.07,g,"Quezon Coastal Chiton Gatherers"
2026-07-23,"Cabbage",9580.5,g,"Tiaong Agricultural Produce"
2026-07-23,"Carrots",8463.49,g,"San Antonio Meat Supply"
2026-07-23,"Chicken",24405.06,g,"Southern Tagalog Food Essentials"
2026-07-23,"Chiton",43061.8,g,"Lucena Commercial Grocery Hub"
2026-07-23,"Cooking Oil",273.76,L,"Lucena Seafood & Aquatic Supplier"
2026-07-23,"Garlic",5696.63,g,"Quezon Coastal Chiton Gatherers"
2026-07-23,"Ground Pepper",2303.38,g,"Tiaong Agricultural Produce"
2026-07-23,"Honey",9406.87,ml,"San Antonio Meat Supply"
2026-07-23,"Loaf Bread",96.86,pcs,"Southern Tagalog Food Essentials"
2026-07-23,"Onion",8135.83,g,"Lucena Commercial Grocery Hub"
2026-07-23,"Oyster Sauce",4758.19,ml,"Lucena Seafood & Aquatic Supplier"
2026-07-23,"Peanuts",47651.17,g,"Quezon Coastal Chiton Gatherers"
2026-07-23,"Pork",23028.29,g,"Tiaong Agricultural Produce"
2026-07-23,"Pork Skin",37080.29,g,"San Antonio Meat Supply"
2026-07-23,"Raw Bananas",57373.77,g,"Southern Tagalog Food Essentials"
2026-07-23,"Salt",10537.98,g,"Lucena Commercial Grocery Hub"
2026-07-23,"Sea Salt",5228.09,g,"Lucena Seafood & Aquatic Supplier"
2026-07-23,"Sesame Oil",4367.93,ml,"Quezon Coastal Chiton Gatherers"
2026-07-23,"Small Shrimp",51690.5,g,"Tiaong Agricultural Produce"
2026-07-23,"Soy Sauce",7630.82,ml,"San Antonio Meat Supply"
2026-07-23,"Spring Onion",4419.57,g,"Southern Tagalog Food Essentials"
2026-07-23,"Sugar",15740.99,g,"Lucena Commercial Grocery Hub"
2026-07-23,"Turmeric Powder",2639.02,g,"Lucena Seafood & Aquatic Supplier"
2026-07-23,"Water",512.49,L,"Quezon Coastal Chiton Gatherers"
2026-08-04,"Bell Pepper",4624.38,g,"Lucena Seafood & Aquatic Supplier"
2026-08-04,"Butter/Margarine",15228.43,g,"Quezon Coastal Chiton Gatherers"
2026-08-04,"Cabbage",9296.93,g,"Tiaong Agricultural Produce"
2026-08-04,"Carrots",7747.85,g,"San Antonio Meat Supply"
2026-08-04,"Chicken",25195.92,g,"Southern Tagalog Food Essentials"
2026-08-04,"Chiton",43163.63,g,"Lucena Commercial Grocery Hub"
2026-08-04,"Cooking Oil",262.54,L,"Lucena Seafood & Aquatic Supplier"
2026-08-04,"Garlic",5941.78,g,"Quezon Coastal Chiton Gatherers"
2026-08-04,"Ground Pepper",2623.5,g,"Tiaong Agricultural Produce"
2026-08-04,"Honey",10017.1,ml,"San Antonio Meat Supply"
2026-08-04,"Loaf Bread",104.38,pcs,"Southern Tagalog Food Essentials"
2026-08-04,"Onion",8774.83,g,"Lucena Commercial Grocery Hub"
2026-08-04,"Oyster Sauce",4741.56,ml,"Lucena Seafood & Aquatic Supplier"
2026-08-04,"Peanuts",46756.83,g,"Quezon Coastal Chiton Gatherers"
2026-08-04,"Pork",22633.15,g,"Tiaong Agricultural Produce"
